2023-06-10 21:41:45.230 | INFO     | __main__:run:34 - Namespace(img_size=128, eeg_dim=128, latent_dim=100, weight_path=None, img_w_eeg_path='/home/exx/GithubClonedRepo/EEG-Research/Dataset/imagenet', img_no_eeg_path='/media/exx/HDD1/LanxHuyen/CVPR2017/imagenet_noeeg_40', eeg_embedding_path='/home/exx/GithubClonedRepo/EEG-Research/Experiment/Generative_Models/EEG_features_extractor/avg_eeg_embeddings_128.pth', pretrained_netG=None, pretrained_netD=None, num_epochs_stage1=1000, num_epochs_stage2=50, start_class=10, end_class=14, dataset='CVPR2017', eeg_path='/media/exx/HDD1/LanxHuyen/CVPR2017/eeg_55_95_std.pth', splits_path='/media/exx/HDD1/LanxHuyen/CVPR2017/block_splits_by_image_all.pth', log_path='/home/exx/GithubClonedRepo/EEG-Research/Experiment/Generative_Models/ACGAN', info='ACGAN_no_eeg_5class_1000_epoch', batch_size=100, log_interval=50, arch='train', save_ckpt='checkpoints/', num_classes=5, num_workers=4, gpu=1, lr=0.0002, wd=0.0001, optim='Adam', gamma=200, lr_step=10, pretrain=False, momen=0.9, nesterov=False, device=device(type='cuda', index=1))
2023-06-10 21:41:53.785 | INFO     | trainer_GAN:trainer_GAN:109 - Stage 1 - Epoch [1/1000], Loss D: 5.4839, Loss G: 3.1864, D(x): 0.4357, D(G(z)): 0.4315 | 0.4992, aux_acc: 0.4600
2023-06-10 21:41:58.968 | INFO     | trainer_GAN:trainer_GAN:109 - Stage 1 - Epoch [2/1000], Loss D: 4.7068, Loss G: 3.5822, D(x): 0.3349, D(G(z)): 0.1449 | 0.2558, aux_acc: 0.5000
2023-06-10 21:42:04.182 | INFO     | trainer_GAN:trainer_GAN:109 - Stage 1 - Epoch [3/1000], Loss D: 4.9975, Loss G: 6.5317, D(x): 0.8733, D(G(z)): 0.3549 | 0.0034, aux_acc: 0.6000
2023-06-10 21:42:09.384 | INFO     | trainer_GAN:trainer_GAN:109 - Stage 1 - Epoch [4/1000], Loss D: 5.0172, Loss G: 8.9625, D(x): 0.7783, D(G(z)): 0.0024 | 0.0001, aux_acc: 0.4800
2023-06-10 21:42:14.510 | INFO     | trainer_GAN:trainer_GAN:109 - Stage 1 - Epoch [5/1000], Loss D: 4.5819, Loss G: 8.6634, D(x): 0.8844, D(G(z)): 0.3024 | 0.0024, aux_acc: 0.5500
2023-06-10 21:42:19.738 | INFO     | trainer_GAN:trainer_GAN:109 - Stage 1 - Epoch [6/1000], Loss D: 4.4488, Loss G: 9.0743, D(x): 0.7572, D(G(z)): 0.1988 | 0.0024, aux_acc: 0.5800
2023-06-10 21:42:24.930 | INFO     | trainer_GAN:trainer_GAN:109 - Stage 1 - Epoch [7/1000], Loss D: 4.6074, Loss G: 9.7428, D(x): 0.7568, D(G(z)): 0.2318 | 0.0000, aux_acc: 0.5800
2023-06-10 21:42:30.249 | INFO     | trainer_GAN:trainer_GAN:109 - Stage 1 - Epoch [8/1000], Loss D: 4.4839, Loss G: 8.9346, D(x): 0.9065, D(G(z)): 0.4540 | 0.0005, aux_acc: 0.5500
2023-06-10 21:42:35.558 | INFO     | trainer_GAN:trainer_GAN:109 - Stage 1 - Epoch [9/1000], Loss D: 5.1729, Loss G: 5.1976, D(x): 0.7585, D(G(z)): 0.5174 | 0.2463, aux_acc: 0.5100
2023-06-10 21:42:40.680 | INFO     | trainer_GAN:trainer_GAN:109 - Stage 1 - Epoch [10/1000], Loss D: 4.2501, Loss G: 3.9816, D(x): 0.7260, D(G(z)): 0.5410 | 0.2099, aux_acc: 0.6300
2023-06-10 21:42:45.875 | INFO     | trainer_GAN:trainer_GAN:109 - Stage 1 - Epoch [11/1000], Loss D: 3.7651, Loss G: 5.1439, D(x): 0.6536, D(G(z)): 0.4571 | 0.0537, aux_acc: 0.5200
2023-06-10 21:42:51.237 | INFO     | trainer_GAN:trainer_GAN:109 - Stage 1 - Epoch [12/1000], Loss D: 4.1328, Loss G: 6.2908, D(x): 0.6657, D(G(z)): 0.3557 | 0.0431, aux_acc: 0.5800
2023-06-10 21:42:56.599 | INFO     | trainer_GAN:trainer_GAN:109 - Stage 1 - Epoch [13/1000], Loss D: 4.1641, Loss G: 6.3209, D(x): 0.7451, D(G(z)): 0.3563 | 0.0309, aux_acc: 0.6800
2023-06-10 21:43:01.849 | INFO     | trainer_GAN:trainer_GAN:109 - Stage 1 - Epoch [14/1000], Loss D: 4.4922, Loss G: 7.3796, D(x): 0.7067, D(G(z)): 0.1664 | 0.0554, aux_acc: 0.4600
2023-06-10 21:43:07.242 | INFO     | trainer_GAN:trainer_GAN:109 - Stage 1 - Epoch [15/1000], Loss D: 4.4169, Loss G: 8.0129, D(x): 0.7584, D(G(z)): 0.1563 | 0.0591, aux_acc: 0.5600
2023-06-10 21:43:12.366 | INFO     | trainer_GAN:trainer_GAN:109 - Stage 1 - Epoch [16/1000], Loss D: 3.8016, Loss G: 6.1076, D(x): 0.7489, D(G(z)): 0.5458 | 0.0499, aux_acc: 0.4700
2023-06-10 21:43:17.552 | INFO     | trainer_GAN:trainer_GAN:109 - Stage 1 - Epoch [17/1000], Loss D: 3.5686, Loss G: 6.1666, D(x): 0.7593, D(G(z)): 0.1226 | 0.1178, aux_acc: 0.6100
2023-06-10 21:43:22.967 | INFO     | trainer_GAN:trainer_GAN:109 - Stage 1 - Epoch [18/1000], Loss D: 3.5647, Loss G: 6.4323, D(x): 0.8179, D(G(z)): 0.4680 | 0.0070, aux_acc: 0.6100
2023-06-10 21:43:28.179 | INFO     | trainer_GAN:trainer_GAN:109 - Stage 1 - Epoch [19/1000], Loss D: 3.8354, Loss G: 5.7548, D(x): 0.8647, D(G(z)): 0.0517 | 0.0135, aux_acc: 0.5900
